"series","region","subregion","ICES_ecoregion","country","station_code","station_name","station_long_name","latitude","longitude","MSTAT","WLTYP","determinand","determinand_group","species","matrix","basis","unit","sex","metoa","mammal_group","shape","colour","n_year_all","n_year_fit","n_year_positive","first_year_all","first_year_fit","last_year","p_nonlinear","p_linear","p_overall","p_linear_trend","linear_trend","p_recent_trend","recent_trend","detectable_trend","mean_last_year","climit_last_year","BAC_type","BAC_value","BAC_diff","BAC_achieved","BAC_below","EAC_type","EAC_value","EAC_diff","EAC_achieved","EAC_below","HQS","HQS_diff","HQS_achieved","HQS_below"
"United Kingdom_HumWash_HWOpenSeaS_fi02 HG Limanda limanda MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7885","HumWash_HWOpenSeaS_fi02","Indefatigable Bank",53.5567,2.082,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2003,2003,2019,,0.194,0.194,0.194,2.8,0.194,2.8,14.3,116.5596472642481,173.8400552453782,,,,,,"EQS.OSPAR",20,153.8400552453782,3000,"above",500,-326.1599447546218,2019,"below"
"United Kingdom_HumWash_HWOpenSeaS_fi02 HG Pleuronectes platessa LI Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7885","HumWash_HWOpenSeaS_fi02","Indefatigable Bank",53.5567,2.082,"RH","MO","HG","Metals","Pleuronectes platessa","LI","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2017,2017,2017,,,,,,,,,44.72135954999579,,,,,,,"EQS.OSPAR",20,24.72135954999579,,,,,,
"United Kingdom_HumWash_HWOpenSeaS_fi02 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7885","HumWash_HWOpenSeaS_fi02","Indefatigable Bank",53.5567,2.082,"RH","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2017,2017,2017,,,,,,,,,30.000000000000004,,,,,,,"EQS.OSPAR",20,10.000000000000004,,,500,-470,2017,
"United Kingdom_HumWash_Witham_sh01 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","United Kingdom","7898","HumWash_Witham_sh01","Wash (Off Boston)",52.932,0.0778,,"TT","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2003,2003,2017,,0.4476,0.4476,0.4476,3.7,0.4476,3.7,23,99.9650568876667,237.21032281923763,"BAC",90,147.21032281923763,3000,"above","EQS.OSPAR",121.95121951219514,115.2591033070425,2017,"below",3048.7804878048782,-2811.5701649856405,2017,"below"
"France_Aber Benoît HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1300","Aber Benoît","Abers finistériens",48.575,-4.60667,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2005,2005,2020,,0.0226,0.0226,0.0226,4.4,0.0226,4.4,12.3,93.71531467799487,121.7307599656817,,,,,,"EQS.OSPAR",111.11111111111111,10.619648854570585,2020,"above",2777.777777777778,-2656.0470178120963,2020,"below"
"France_Aulne Rive droite HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1335","Aulne Rive droite","Brest",48.28167,-4.25833,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2005,2005,2020,,0.2392,0.2392,0.2392,1,0.2392,1,6.8,236.50225426101392,272.22749649634466,,,,,,"EQS.OSPAR",111.11111111111111,161.11638538523354,3000,"above",2777.777777777778,-2505.550281281433,2020,"below"
"France_Aulne Rive droite HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1335","Aulne Rive droite","Brest",48.28167,-4.25833,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,393,,"BAC",90,303,,,"EQS.OSPAR",121.95121951219514,271.04878048780483,,,3048.7804878048782,-2655.7804878048782,2019,
"France_Aulne Rive droite HG Mytilus galloprovincialis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1335","Aulne Rive droite","Brest",48.28167,-4.25833,"RH","C","HG","Metals","Mytilus galloprovincialis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,221.99999999999997,,"BAC",90,131.99999999999997,,,"EQS.OSPAR",105.26315789473684,116.73684210526314,,,2631.5789473684213,-2409.5789473684213,2019,
"France_Baie de la Fresnaye HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1344","Baie de la Fresnaye","Rance Arguenon et Fresnaye",48.64333,-2.29,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,0,2016,2016,2016,,,,,,,,,90,,,,,,,"EQS.OSPAR",111.11111111111111,-21.111111111111114,2016,,2777.777777777778,-2687.777777777778,2016,
"France_Baie de la Fresnaye HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1344","Baie de la Fresnaye","Rance Arguenon et Fresnaye",48.64333,-2.29,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","green",12,12,12,2005,2005,2020,,0.0353,0.0353,0.0353,5,0.0353,5,15.3,80.0553733232985,111.00240990531896,"BAC",90,21.002409905318956,2020,"above","EQS.OSPAR",121.95121951219514,-10.948809606876182,2020,"below",3048.7804878048782,-2937.7780778995593,2020,"below"
"France_Baie de Lampaul HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Celtic Seas","France","12144","Baie de Lampaul","Iroise",48.4491577943,-5.1032403504,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,1,2016,2016,2016,,,,,,,,,36,,,,,,,"EQS.OSPAR",111.11111111111111,-75.11111111111111,2016,,2777.777777777778,-2741.777777777778,2016,
"France_Baie de Lampaul HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Celtic Seas","France","12144","Baie de Lampaul","Iroise",48.4491577943,-5.1032403504,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","blue",4,4,4,2017,2017,2020,,,,,,,,6.1,68.74006938274606,82.00945441312547,"BAC",90,-7.990545586874532,2020,,"EQS.OSPAR",121.95121951219514,-39.94176509906967,2020,,3048.7804878048782,-2966.771033391753,2020,
"France_Beg Nod HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1378","Beg Nod","Paimpol Trieux Jaudy Perros-Guirec",48.82167,-3.04,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2005,2005,2020,0.0087,0.007,2e-4,0.0013,4,0.0013,4,6.7,201.7433005485665,248.24976020790405,,,,,,"EQS.OSPAR",111.11111111111111,137.13864909679293,3000,"above",2777.777777777778,-2529.5280175698736,2020,"below"
"France_Brouennou HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12178","Brouennou","Abers finistériens",48.580667096,-4.6124018992,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",2,2,1,2016,2016,2018,,,,,,,,,90,,,,,,,"EQS.OSPAR",111.11111111111111,-21.111111111111114,2018,,2777.777777777778,-2687.777777777778,2018,
"France_Camaret - Pointe Sainte Barbe HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12529","Camaret - Pointe Sainte Barbe","Brest",48.2821600838,-4.5713929794,,"C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2018,2018,2019,,,,,,,,,122.00000000000003,,"BAC",90,32.00000000000003,,,"EQS.OSPAR",121.95121951219514,0.04878048780489053,,,3048.7804878048782,-2926.7804878048782,2019,
"France_Cancale eau profonde HG Crepidula fornicata SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12147","Cancale eau profonde","Baie du Mont St Michel (Cancale)",48.6597025206,-1.8193521993,"RH","C","HG","Metals","Crepidula fornicata","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","black",3,3,2,2016,2016,2020,,,,,,,,8.3,121.54967326852237,263.8097890219293,,,,,,,,,,,,,,
"France_Cancale sud HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12148","Cancale sud","Baie du Mont St Michel (Cancale)",48.6448207,-1.8342394,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2017,2017,2020,,,,,,,,6.1,173.5393782176004,207.03892002915862,,,,,,"EQS.OSPAR",111.11111111111111,95.9278089180475,,,2777.777777777778,-2570.738857748619,2020,
"France_Fresnaie coques HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12530","Fresnaie coques","Rance Arguenon et Fresnaye",48.63230448,-2.29246803,,"C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,1,2018,2018,2018,,,,,,,,,97,,,,,,,"EQS.OSPAR",111.11111111111111,-14.111111111111114,2018,,2777.777777777778,-2680.777777777778,2018,
"France_Kernisi HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12532","Kernisi","Brest",48.3179978541,-4.2787220354,,"C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2018,2018,2018,,,,,,,,,216.00000000000006,,,,,,,"EQS.OSPAR",111.11111111111111,104.88888888888894,,,2777.777777777778,-2561.777777777778,2018,
"France_Kersanton HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12533","Kersanton","Brest",48.3445638889,-4.3001388889,,"C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2019,2019,2020,,,,,,,,,334.99999999999994,,"BAC",90,244.99999999999994,,,"EQS.OSPAR",121.95121951219514,213.0487804878048,,,3048.7804878048782,-2713.7804878048782,2020,
"France_Kervel HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1631","Kervel","Douarnenez",48.11717,-4.28333,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","green",3,3,3,2014,2014,2016,,,,,,,,8.8,54.14774355435087,77.68963237365682,,,,,,"EQS.OSPAR",111.11111111111111,-33.421478737454294,2016,,2777.777777777778,-2700.088145404121,2016,
"France_Kervel HG Donax trunculus SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1631","Kervel","Douarnenez",48.11717,-4.28333,"RH~RP","C","HG","Metals","Donax trunculus","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,1,2016,2016,2018,,,,,,,,,110.00000000000004,,,,,,,"EQS.OSPAR",100,10.000000000000043,,,2500,-2390,2018,
"France_Kervel HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1631","Kervel","Douarnenez",48.11717,-4.28333,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","green",10,10,9,2005,2005,2020,,0.0016,0.0016,0.0016,5.2,0.0016,5.2,9.3,96.5415971213692,120.65893411429715,"BAC",90,30.658934114297153,3000,"above","EQS.OSPAR",121.95121951219514,-1.2922853978979845,2020,"above",3048.7804878048782,-2928.121553690581,2020,"below"
"France_La Gauthier HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1642","La Gauthier","Rance Arguenon et Fresnaye",48.59033,-2.009,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2013,2013,2016,,,,,,,,6.1,104.96666050931951,125.22912236662926,"BAC",90,35.229122366629255,,,"EQS.OSPAR",121.95121951219514,3.2779028544341173,2016,,3048.7804878048782,-2923.551365438249,2016,
"France_La Gauthier HG Mytilus galloprovincialis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1642","La Gauthier","Rance Arguenon et Fresnaye",48.59033,-2.009,"RH","C","HG","Metals","Mytilus galloprovincialis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",8,5,4,2005,2016,2020,,,,,,,,6.1,132.82689273078432,156.4060274076485,"BAC",90,66.40602740764851,,"above","EQS.OSPAR",105.26315789473684,51.14286951291167,,"above",2631.5789473684213,-2475.1729199607726,2020,"below"
"France_Le Castel HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12156","Le Castel","Paimpol Trieux Jaudy Perros-Guirec",48.853257,-3.20845,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2017,2017,2017,,,,,,,,,230.00000000000006,,,,,,,"EQS.OSPAR",111.11111111111111,118.88888888888894,,,2777.777777777778,-2547.777777777778,2017,
"France_Le Castel HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12156","Le Castel","Paimpol Trieux Jaudy Perros-Guirec",48.853257,-3.20845,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2018,2018,2020,,,,,,,,6.1,224.77234586980418,289.4452798169924,,,,,,"EQS.OSPAR",111.11111111111111,178.3341687058813,,,2777.777777777778,-2488.3324979607855,2020,
"France_Le Douron HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1711","Le Douron","Lannion et Morlaix",48.68017,-3.64067,"RH~RP","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,0,2016,2016,2016,,,,,,,,,79.99999999999997,,,,,,,"EQS.OSPAR",111.11111111111111,-31.111111111111143,2016,,2777.777777777778,-2697.777777777778,2016,
"France_Le Passage (b) HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1724","Le Passage (b)","Brest",48.39217,-4.38333,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2005,2005,2020,,0.0084,0.0084,0.0084,2.5,0.0084,2.5,5.9,215.14094898651032,242.5681041743816,,,,,,"EQS.OSPAR",111.11111111111111,131.4569930632705,3000,"above",2777.777777777778,-2535.2096736033964,2020,"below"
"France_Le Vivier sur mer HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1735","Le Vivier sur mer","Baie du Mont St Michel (Cancale)",48.63833,-1.79333,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2005,2005,2020,0.0081,0.0073,2e-4,9e-4,6.5,9e-4,6.5,9.6,158.1271071780325,212.23953188299078,"BAC",90,122.23953188299078,3000,"above","EQS.OSPAR",121.95121951219514,90.28831237079564,3000,"above",3048.7804878048782,-2836.5409559218874,2020,"below"
"France_Pen al Lann HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","2030","Pen al Lann","Lannion et Morlaix",48.666,-3.8925,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2005,2005,2020,,0.4353,0.4353,0.4353,1.2,0.4353,1.2,11,144.91864364552262,183.10049384900415,,,,,,"EQS.OSPAR",111.11111111111111,71.98938273789304,3000,"above",2777.777777777778,-2594.6772839287737,2020,"below"
"France_Persuel HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","2043","Persuel","Brest",48.29483,-4.54867,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",11,11,11,2005,2005,2020,,0.8211,0.8211,0.8211,0.3,0.8211,0.3,8.7,162.714361135976,196.13036031870848,,,,,,"EQS.OSPAR",111.11111111111111,85.01924920759737,3000,"above",2777.777777777778,-2581.6474174590694,2020,"below"
"France_Petit Taureau HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12195","Petit Taureau","Lannion et Morlaix",48.73164197,-3.54240692,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",2,2,1,2016,2016,2019,,,,,,,,,100.00000000000004,,,,,,,"EQS.OSPAR",111.11111111111111,-11.111111111111072,2019,,2777.777777777778,-2677.777777777778,2019,
"France_Pointe de Glugeau HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12535","Pointe de Glugeau","Brest",48.2979199356266,-4.23836552001609,,"T","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2018,2018,2018,,,,,,,,,220.00000000000009,,,,,,,"EQS.OSPAR",111.11111111111111,108.88888888888897,,,2777.777777777778,-2557.777777777778,2018,
"France_Pointe du Roselier HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1187","Pointe du Roselier","St Brieuc",48.555,-2.71333,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","green",5,5,5,2012,2012,2016,,0.4218,0.4218,0.4218,3.8,0.4218,3.8,6.1,76.31875459603982,100.31893816158534,"BAC",90,10.318938161585336,2016,"below","EQS.OSPAR",121.95121951219514,-21.6322813506098,2016,"below",3048.7804878048782,-2948.461549643293,2016,"below"
"France_Pointe du Roselier HG Mytilus galloprovincialis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1187","Pointe du Roselier","St Brieuc",48.555,-2.71333,"RH~RP","C","HG","Metals","Mytilus galloprovincialis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",8,5,4,2005,2016,2020,,,,,,,,10,107.62104348758908,139.76984487143557,"BAC",90,49.769844871435566,,"above","EQS.OSPAR",105.26315789473684,34.50668697669873,,"above",2631.5789473684213,-2491.809102496986,2020,"below"
"France_Rossermeur HG Crassostrea gigas SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1245","Rossermeur","Brest",48.34767,-4.33917,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2005,2005,2020,,0.0041,0.0041,0.0041,5,0.0041,5,10,232.73169279380872,292.81964443136866,,,,,,"EQS.OSPAR",111.11111111111111,181.70853332025754,3000,"above",2777.777777777778,-2484.9581333464093,2020,"below"
"France_Rossermeur HG Ruditapes decussatus SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1245","Rossermeur","Brest",48.34767,-4.33917,"RH~RP","C","HG","Metals","Ruditapes decussatus","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","black",3,3,3,2016,2016,2020,,,,,,,,6.1,349.2321397630628,449.7154399648948,,,,,,,,,,,,,,
"France_Saint-Brieuc coques HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12200","Saint-Brieuc coques","St Brieuc",48.54404593,-2.68376825,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",2,2,1,2016,2016,2019,,,,,,,,,79.99999999999997,,,,,,,"EQS.OSPAR",111.11111111111111,-31.111111111111143,2019,,2777.777777777778,-2697.777777777778,2019,
"France_Sillon des anglais - Kerberon HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1289","Sillon des anglais - Kerberon","Brest",48.304,-4.289,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2017,2017,2017,,,,,,,,,326,,"BAC",90,236,,,"EQS.OSPAR",121.95121951219514,204.04878048780486,,,3048.7804878048782,-2722.7804878048782,2017,
"France_Sillon noir HG Cerastoderma edule SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12201","Sillon noir","Paimpol Trieux Jaudy Perros-Guirec",48.86888914,-3.07292602,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,199.99999999999991,,,,,,,"EQS.OSPAR",111.11111111111111,88.8888888888888,,,2777.777777777778,-2577.777777777778,2016,
"France_St Michel en Grève HG Mytilus edulis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1802","St Michel en Grève","Lannion et Morlaix",48.69,-3.58167,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",8,8,8,2005,2005,2016,,0.0176,0.0176,0.0176,4,0.0176,4,7.4,129.74655916934356,157.18937200144947,"BAC",90,67.18937200144947,3000,"above","EQS.OSPAR",121.95121951219514,35.23815248925433,3000,"above",3048.7804878048782,-2891.5911158034287,2016,"below"
"France_St Michel en Grève HG Mytilus galloprovincialis SB Not_applicable","3","Celtic Sea","Greater North Sea","France","1802","St Michel en Grève","Lannion et Morlaix",48.69,-3.58167,"RH","C","HG","Metals","Mytilus galloprovincialis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2017,2017,2020,,,,,,,,6.1,157.6478956106371,188.07979137793208,"BAC",90,98.07979137793208,,,"EQS.OSPAR",105.26315789473684,82.81663348319525,,,2631.5789473684213,-2443.4991559904893,2020,
"France_Vildé HG Ruditapes philippinarum SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12202","Vildé","Baie du Mont St Michel (Cancale)",48.6271666667,-1.8243333333,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2016,2016,2018,,,,,,,,,250.9999999999999,,,,,,,"EQS.OSPAR",124.53300124533003,126.46699875466986,,,3113.3250311332504,-2862.3250311332504,2018,
"France_Ville Ger HG Ruditapes philippinarum SB Not_applicable","3","Celtic Sea","Greater North Sea","France","12203","Ville Ger","Rance Arguenon et Fresnaye",48.52840721,-1.96722792,"RH","C","HG","Metals","Ruditapes philippinarum","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2016,2016,2018,,,,,,,,,399.0000000000001,,,,,,,"EQS.OSPAR",124.53300124533003,274.4669987546701,,,3113.3250311332504,-2714.3250311332504,2018,
